tau0,tauB,kappa,eta,beta,P_wash_frac,gamma_wash,lambda_wash,P_hold_frac,tau_decay_frac,W_on,W_off,P_on_frac,P_off_frac,feasible_any,stable_any,best_controller_name,best_score,best_avg_power,best_tracking_error,best_time_below,stability_mode,pruned,feasible_and_stable
0.5813190517631229,2.8599764020006613,8.849272715752338,0.3619236745005747,0.0018400751759063778,0.8025033478281258,0.13210283730154393,1.8431392216257594,0.11181223634945749,0.4396912317116516,0.8337972875294082,0.7837972875294081,0.48244475802268133,0.43244475802268134,False,True,const_08,1.3897070481793175,0.7999999999999998,0.5342137708627445,0.08540011625653943,steady,False,False
1.9986574028891035,2.3231652354974575,11.677528413745868,0.9568216502538642,1.551103505269196e-05,0.6130531267508164,0.09504919756440122,1.8484971000723638,0.16133934766031272,0.27163623100338535,1.02897220561354,0.7329925764906137,0.7135790653078737,0.6347463730046116,True,False,const_08,11.350341767782636,0.7999999999999998,9.053608729758372,0.011823480432972523,unstable,False,False
1.983624379790012,1.356623424020056,21.857159731929812,0.29578687080089827,3.5503089197635028e-06,0.2613963083375379,0.6578632850405278,1.2558249023711383,0.553308920492198,0.3734755771580945,0.9334551033312952,0.8834551033312952,0.8575192882423914,0.289374458637123,True,True,const_Pmax,3.380861109789767,1.0,2.040033712146626,0.03730499660863667,steady,False,True
0.2675186350497006,0.5290976422992894,0.0,0.31822669803375336,0.025051565502572787,0.5065328260391273,0.38331982277740984,2.1890571260321336,0.4094454924143849,0.8258785894376888,1.112120597563757,0.7396847820622702,0.6258156840884957,0.5758156840884957,False,True,pulse_1,-0.06282983450556609,0.28002140086495164,0.9772866897108972,1.0,steady,False,False
1.362983116982534,15.442849691405664,0.0,0.8804269433526262,0.000985351248997336,0.28534517483457883,0.5882579999692207,2.058289095316346,0.057996745827591845,0.1950074935277313,1.1301598044785284,0.6476795126720449,0.6751288490791307,0.4096198889475253,False,False,const_Pmax,-1.8144852806404579,1.0,,1.0,unstable,True,False
0.20082824230008786,12.982620159370459,0.49922701286020316,0.9976277262700586,0.013531144814872076,0.39873590650482726,0.8368965796609382,0.3192585956141486,0.6994180748082551,0.36732104710204805,1.0600500062235187,0.5452203634920664,0.9382200393379752,0.12029965224312861,False,False,const_Pmax,-2.1319876540417027,1.0,,1.0,unstable,True,False
0.15157449166541972,0.21335244529212471,0.7473597577059646,0.9285105817047083,0.00121279816328646,0.22531389734628737,0.0054298341287004614,0.15497375104319677,0.44385136547102294,0.5517240064280146,0.8954211282509554,0.8454211282509554,0.4343391640919563,0.3843391640919563,False,True,pulse_1,-0.043114109828827955,0.28001010483769107,0.9578478134520358,1.0,steady,False,False
3.585591954305802,5.979220730455763,14.22596356387904,0.23212103963765315,8.87499435886567e-06,0.28744657551395014,0.5045309901929865,2.2355643849865334,0.4595076989746591,0.6402021014437608,0.8620851969764364,0.8120851969764363,0.5158248945213425,0.2895311259224602,False,False,const_Pmax,-1.9810552502669203,1.0,,1.0,unstable,True,False
1.3145569296920412,18.008627373698644,0.3855865573101137,0.6930471759420263,1.5812624995558277e-06,0.818901997956772,0.7095782851006207,0.5193835392675097,0.10961865378572874,0.08664674256650744,1.1920108718216769,0.7292803212292449,0.8704485690048448,0.5454858394754438,False,True,const_Pmax,0.710637003461958,1.0,0.04961811094956703,0.15728368017524644,steady,False,False
0.6979049911628181,0.215749138021772,1.2017289394029216,0.6624137726460337,0.0019418969220868563,0.6544632086717161,0.9405944096955184,0.445316969760174,0.3804292799905123,0.16773777038785237,0.9896674917930472,0.5596087630988723,0.4804567659236592,0.29465288204688017,False,True,const_Pmax,0.5685367202785576,1.0,0.14094928689244757,1.0,steady,False,False
0.2034132374152015,0.9652018150475916,5.576728345152784,0.5294487172684562,8.334116547104732e-05,0.3523399686878734,0.5883062484090082,0.9511227339517137,0.07343889228028641,0.17511405788531084,0.9896530700360682,0.6127964341021055,0.7434747598732694,0.49604033030234473,False,True,const_08,0.11906407372361305,0.8000000000000002,0.6466915110542685,1.0,steady,False,False
1.2675770472161993,3.097054823238569,1.286914097454379,0.8299457775887631,0.0003805511043441097,0.5019927366259231,0.6260124809410571,1.0819720033507627,0.3832805089943928,0.4544082452165171,1.1545611546894832,0.9605285986475958,0.7021797551098595,0.4641925803183984,False,True,const_08,1.0731065717806763,0.7999999999999999,0.28816047627928015,0.05122517955217575,steady,False,False
